license	modified	collectionID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	occurrenceID	catalogNumber	recordNumber	recordedBy	occurrenceStatus	preparations	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	eventDate	startDayOfYear	year	month	day	verbatimEventDate	fieldNotes	higherGeography	countryCode	stateProvince	locality	verbatimElevation	decimalLatitude	decimalLongitude	verbatimCoordinateSystem	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	nomenclaturalCode
CC_BY_NC_4_0	2014-03-05T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370222	E00370222		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:382158		1959-06-06T00:00:00	157	1959	6	6	1959-06-06		West Asia and Egypt	AM	Ararat	Artashat region, Ilan-yal				degrees minutes seconds	Lens orientalis (Boiss.) Hand.-Mazz.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	orientalis		SPECIES	ICBN
CC_BY_NC_4_0	2013-01-09T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364748	E00364748		Schelkovnikov, A.B. & Kara-Murza, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:376926		1927-07-13T00:00:00	194	1927	7	13	1927-07-13		West Asia and Egypt	AM						degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364704	E00364704	6725	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376871		1989-06-14T00:00:00	165	1989	6	14	1989-06-14		West Asia and Egypt	GE		Nearest settlement:Sairme. 18kms south of Sairme on road to border	1480 M	41.866667	42.9	degrees minutes seconds	Vicia sepium var. sepium	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sepium	sepium	VARIETY	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364726	E00364726	6756	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376904		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE		Nearest settlement: Chobiskhevi. 5km south west of Borgomi	870 M	41.8	43.35	degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364716	E00364716	6981	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376894		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM	Kotayk'	Ankavan, small canyon at head of valley	1900 M	40.65	44.5	degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364885	E00364885	6645	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377202		1989-06-10T00:00:00	161	1989	6	10	1989-06-10		West Asia and Egypt	GE		Nearest settlement: Osiauri. 2kms before Osiauri on Tbilisi to Khashuri road	720 M	42.016667	43.666667	degrees minutes seconds	Vicia ciliatula Lipsky	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	ciliatula		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370220	E00370220		Gabrielian, E. & Tamanian, K.	PRESENT	herbarium specimen of unspecified type			BGBASE:382156		1977-05-11T00:00:00	131	1977	5	11	1977-05-11		West Asia and Egypt	AM	Ararat	Ararat region				degrees minutes seconds	Lens orientalis (Boiss.) Hand.-Mazz.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	orientalis		SPECIES	ICBN
CC_BY_NC_4_0	2014-04-01T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00441862	E00441862		Manakyan, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:407744		1984-06-13T00:00:00	165	1984	6	13	1984-06-13		West Asia and Egypt	AM	Vayots' Dzor	Yechegnadzor region, Vernashen	1600-1650 M			degrees minutes seconds	Vicia anatolica Turrill	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	anatolica		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-05T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366516	E00366516		Mulkidjanian, Y. &Manakian,V.	PRESENT	herbarium specimen of unspecified type			BGBASE:380522		1962-06-03T00:00:00	154	1962	6	3	1962-06-03		West Asia and Egypt	AM	Shirak	North Armenia, Ghukasyan region, Dzorashen				degrees minutes seconds	Vicia alpestris Steven	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	alpestris		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-25T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364695	E00364695		T. Popova & N. Chandjan	PRESENT	herbarium specimen of unspecified type			BGBASE:376862		1973-07-14T00:00:00	195	1973	7	14	1973-07-14		West Asia and Egypt	AM			2100 M			degrees minutes seconds	Vicia sepium var. sepium	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sepium	sepium	VARIETY	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370090	E00370090	7206	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:382028		1989-08-05T00:00:00	217	1989	8	5	1989-08-05		West Asia and Egypt	GE		Nearest settlement: Chobiskhevi. 5km south west of borgomi	870 M	41.8	43.35	degrees minutes seconds	Vicia tetrasperma (L.) Schreb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	tetrasperma		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370038	E00370038	6742	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:381873		1989-06-14T00:00:00	165	1989	6	14	1989-06-14		West Asia and Egypt	GE		Nearest settlement: Sviri. 1km from Sviri on river plain	155 M	42.116667	42.966667	degrees minutes seconds	Vicia hirsuta (L.) Gray	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hirsuta		SPECIES	ICBN
CC_BY_NC_4_0	2014-06-12T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370126	E00370126		"Zuritian, B.; Shkili, A.; Lazashvili; Kalenbidze, L. & Iushateladze"	PRESENT	herbarium specimen of unspecified type			BGBASE:382062		1967-06-27T00:00:00	178	1967	6	27	1967-06-27		West Asia and Egypt	GE		Thrialethi.				degrees minutes seconds	Vicia variabilis Freyn & Sint.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	variabilis		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366660	E00366660	6825	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380663		1989-06-20T00:00:00	171	1989	6	20	1989-06-20		West Asia and Egypt	AM		Nearest settlement: Saravan. At 91/49km sign on Azizbeklv to Sisian road	1540 M	39.716667	45.65	degrees minutes seconds	Vicia cracca L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366728	E00366728	6852	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380732		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM		Nearest settlement: Kadzharan. West edge of village destroyed by earthquake	1890 M	39.166667	46.133333	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2013-01-09T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366459	E00366459		Schelkovnikov, A.B. & Kara-Murza, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:380466		1928-06-17T00:00:00	169	1928	6	17	1928-06-17		West Asia and Egypt	AM		Prope Elenovka m. Arcanoz	6500-8000 FT			degrees minutes seconds	Vicia canescens subsp. variegata (Willd.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	variegata	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366404	E00366404	6709	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380413		1989-06-13T00:00:00	164	1989	6	13	1989-06-13		West Asia and Egypt	GE		Nearest settlement: Nakra. Banks and valleyside opposite log cabin	1100 M	43.05	42.433333	degrees minutes seconds	Vicia cassubica L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cassubica		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366028	E00366028	6870	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377558		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM	Syunik'	Foratan, cornfields at 44/19 km sign on Kafan to Goris road	1150 M	39.416667	46.383333	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366790	E00366790		Mulkidjanian, Y. & Avetisian, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:380934		1956-05-26T00:00:00	147	1956	5	26	1956-05-26		West Asia and Egypt	AM	Kotayk'	Abovyan region, Vokhgaberd x Darabulakh				degrees minutes seconds	Vicia cappadocica Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cappadocica		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-24T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366256	E00366256	33785	Davis, Peter Hadland	PRESENT	herbarium specimen of unspecified type			BGBASE:379966		1965-06-29T00:00:00	180	1965	6	29	1965-06-29		West Asia and Egypt	GE	T'bilisi	Tbilisi: hillsides near the Dabahane gorge, opposite the Tbilisi Botanical Institute	550-650 M			degrees minutes seconds	Vicia peregrina L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	peregrina		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370230	E00370230		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:382166		1971-06-02T00:00:00	153	1971	6	2	1971-06-02		West Asia and Egypt	AM	Aragatsotn	Ashtarak region, Udzan				degrees minutes seconds	Lens orientalis (Boiss.) Hand.-Mazz.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	orientalis		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364963	E00364963		Manakyan, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:377353		1967-05-10T00:00:00	130	1967	5	10	1967-05-10		West Asia and Egypt	AM	Syunik'	Kapan region				degrees minutes seconds	Vicia sativa L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-18T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366027	E00366027	6755	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377557		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE	Borjomis	Chobiskhevi, 5 kms south west of Borgomi	870 M	41.8	43.35	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-11-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366690	E00366690			PRESENT	herbarium specimen of unspecified type			BGBASE:380693		1937-08-27T00:00:00	239	1937	8	27	1937-08-27		West Asia and Egypt	GE	Mts'khet'is	Pirikitskya: Khevuretiya, in gorge Shatilis				degrees minutes seconds	Vicia cracca subsp. atroviolacea (Bornm.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	atroviolacea	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364959	E00364959	7591	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377340		1989-05-10T00:00:00	130	1989	5	10	1989-05-10		West Asia and Egypt	AM		Nearest settlement: Kadzharan. West edge of village destroyed by earthquake	1890 M	39.166667	46.133333	degrees minutes seconds	Vicia grandiflora Scop.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grandiflora		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-18T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366470	E00366470		Szovits, A.J.	PRESENT	herbarium specimen of unspecified type			BGBASE:380477									West Asia and Egypt	AM		Armenia ross.				degrees minutes seconds	Vicia canescens subsp. variegata (Willd.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	variegata	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-02-10T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366397	E00366397	33652	Davis, Peter Hadland	PRESENT	herbarium specimen of unspecified type			BGBASE:380405		1959-06-11T00:00:00	162	1959	6	11	1959-06-11		West Asia and Egypt	GE		Abkhasia	50 M			degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366743	E00366743	6699	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380747		1989-06-13T00:00:00	164	1989	6	13	1989-06-13		West Asia and Egypt	GE		Nearest settlement: Becho. South west edge of village	1285 M	43.05	42.583333	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2010-02-10T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00326878	E00326878			PRESENT	photograph of unspecified type (including photocopy)			BGBASE:406259									West Asia and Egypt	AM		Distr. Erivan				degrees minutes seconds	Vicia anatolica Turrill	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	anatolica		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366026	E00366026	6700	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377556		1989-06-13T00:00:00	164	1989	6	13	1989-06-13		West Asia and Egypt	GE		Nearest settlement: Becho. South west edge of village	1285 M	43.05	42.583333	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364761	E00364761	6964	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376948		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM	Kotayk'	Megradzor, near 12 km sign on Razdan to Alagez	1670 M	40.583333	44.666667	degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366192	E00366192	6640	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:379855		1989-06-10T00:00:00	161	1989	6	10	1989-06-10		West Asia and Egypt	GE		Nearest settlement: Gori. 7kms from Gori on Khashuri road	805 M	42.016667	44.016667	degrees minutes seconds	Vicia peregrina L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	peregrina		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366482	E00366482	6942	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380489		1989-06-25T00:00:00	176	1989	6	25	1989-06-25		West Asia and Egypt	AM		Nearest settlement: Madina. Northern edge of village	1350 M	40.066667	45.25	degrees minutes seconds	Vicia canescens subsp. variegata (Willd.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	variegata	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-12-21T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364956	E00364956		Hohenacker, Rudolph Friedrich	PRESENT	herbarium specimen of unspecified type			BGBASE:377332		1838-01-01T00:00:00	182	1838			1838		West Asia and Egypt	GE		In Georgia caucasica				degrees minutes seconds	Vicia grandiflora var. biebersteiniana W.D.J.Koch	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grandiflora	biebersteiniana	VARIETY	ICBN
CC_BY_NC_4_0	2013-09-09T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366391	E00366391		Woronow, G.J.N.	PRESENT	herbarium specimen of unspecified type			BGBASE:380399		1904-04-29T00:00:00	120	1904	4	29	1904-04-29		West Asia and Egypt	GE	Abkhazia (Ap'khazet'is) (Sokhumi)	In sylvis prope [Luchun-Rsle]				degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-04T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366209	E00366209	33903	Davis, P.H.	PRESENT	herbarium specimen of unspecified type			BGBASE:379888		1959-06-30T00:00:00	181	1959	6	30	1959-06-30		West Asia and Egypt	GE	T'bilisi	Dabahane Gorge above Botanical Institute	600-700 M			degrees minutes seconds	Vicia peregrina L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	peregrina		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366737	E00366737	6969	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380741		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM		Nearest settlement: Ankavan. Small canyon at head of valley	1900 M	40.65	44.5	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-04T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364708	E00364708			PRESENT	herbarium specimen of unspecified type			BGBASE:376880		1959-04-22T00:00:00	112	1959	4	22	1959-04-22		West Asia and Egypt	AM		Sisiak region, lerkashen				degrees minutes seconds	Vicia sepium L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sepium		SPECIES	ICBN
CC_BY_NC_4_0	2014-04-01T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00441859	E00441859		Mulkidjanian, Y & Manakian, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:407741		1967-06-04T00:00:00	155	1967	6	4	1967-06-04		West Asia and Egypt	AM	Syunik'	Meghri region, Vagravar				degrees minutes seconds	Vicia anatolica Turrill	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	anatolica		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366380	E00366380	6708	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380388		1989-06-13T00:00:00	164	1989	6	13	1989-06-13		West Asia and Egypt	GE		Nearest settlement: Nakra. Banks and valleyside opposite log cabin	1100 M	43.05	42.433333	degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-14T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364765	E00364765	6868	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376960		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM	Syunik'	Foratan, cornfields at 44/19 km sugn on Kafan to Goris road	1150 M	39.416667	46.383333	degrees minutes seconds	Vicia pannonica var. pannonica	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	pannonica	pannonica	VARIETY	ICBN
CC_BY_NC_4_0	2014-03-27T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364764	E00364764		Grigorian, M.	PRESENT	herbarium specimen of unspecified type			BGBASE:376959		1960-06-04T00:00:00	156	1960	6	4	1960-06-04		West Asia and Egypt	AM	Syunik'	Kapan region				degrees minutes seconds	Vicia pannonica Crantz	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	pannonica		SPECIES	ICBN
